"","mfl_id","name","team","draft_year","stats_global_id","fleaflicker_id","rotoworld_id","nfl_id","espn_id","sportsdata_id","draft_round","draft_pick","height","weight","college","birthdate","age","sleeper_id","first_name","last_name","fantasy_data_id","rotowire_id","gsis_id","stats_id","yahoo_id","displayname","mergename","pos","avg_salary","fa_yr","doECR","dpECR","rpECR"
"421","12731","Rogers, Eli","FA","2015","606667",NA,"10753","elirogers/2553737","2576643","bb818cdc-cc6e-4e57-90bd-5a9d5f23f48e",NA,NA,"70","187","Louisville",1992-12-23,26.8,"2980","Eli","Rogers",17480,10654,"00-0031782",606667,28669,"Eli Rogers","eli rogers","WR",NA,NA,NA,NA,NA
"422","12773","Moore, Chris","BAL","2016","606551",NA,"11429",NA,"2576581","0b504d67-639b-4ba8-979a-498a3086257b","4","9","73","200","Cincinnati",1993-06-16,26.3,"3269","Chris","Moore",18030,10994,"00-0032398",606551,29341,"Chris Moore","chris moore","WR",0.7,2020,NA,121.7,110
"423","12777","Louis, Ricardo","MIA","2016","693980",NA,"11432",NA,"2971023","b3cac48b-ecf9-4bf9-963f-a10aeca6a350","4","16","74","215","Auburn",1994-03-23,25.6,"3275","Ricardo","Louis",18036,11000,"00-0033079",693980,29348,"Ricardo Louis","ricardo louis","WR",0.6,2020,NA,NA,NA
"424","12785","Robinson, Demarcus","KCC","2016","727279",NA,"11438",NA,"3043116","46b16198-116f-4913-85db-2bc21462bd66","4","28","73","203","Florida",1994-09-21,25.1,"3286","Demarcus","Robinson",18047,11163,"00-0032775",727279,29360,"Demarcus Robinson","demarcus robinson","WR",0.7,2020,207.6,83.9,55.2
"425","12792","DeValve, Seth","JAC","2016","623676",NA,"11444",NA,"2566659","a2451bf7-83dd-496c-b527-c14d8d518598","4","40","75","245","Princeton",1993-01-29,26.7,"3296","Seth","DeValve",18057,11221,"00-0033080",623676,29372,"Seth DeValve","seth devalve","TE",0.7,2020,NA,73,NA
"426","12800","Davis, Trevor","OAK","2016","615494",NA,"11456",NA,"2573343","bc175901-4a1f-4132-abb4-e49cc7d35e12","5","26","73","188","California",1993-07-04,26.3,"3319","Trevor","Davis",18080,11014,"00-0032423",615494,29397,"Trevor Davis","trevor davis","WR",0.6,2020,NA,NA,100
"427","12801","Hill, Tyreek","KCC","2016","823156",NA,"11458",NA,"3116406","01d8aee3-e1c4-4988-970a-8c0c2d08bd83","5","28","70","185","West Alabama",1994-03-01,25.6,"3321","Tyreek","Hill",18082,11222,"00-0033040",823156,29399,"Tyreek Hill","tyreek hill","WR",18,2023,14.1,7.4,10.6
"428","12806","Janovich, Andy","DEN","2016","651653",NA,"11466",NA,"2974317","2c35ed5f-7317-4776-8ee7-0438e0286508","6","1","73","238","Nebraska",1993-05-23,26.4,NA,"Andy","Janovich",NA,NA,NA,NA,NA,"Andy Janovich","andy janovich","RB",NA,NA,NA,NA,NA
"429","12807","Hemingway, Temarrick","FA","2016","608714",NA,"11467",NA,"2580330","02fc59d0-8a66-431f-97fc-21fdc096eb14","6","2","77","245","South Carolina State",1993-07-30,26.2,"3333","Temarrick","Hemingway",18094,11009,"00-0033112",608714,29411,"Temarrick Hemingway","temarrick hemingway","TE",NA,NA,NA,NA,NA
"430","12814","Grant, Jakeem","MIA","2016","605325",NA,"11475",NA,"2577641","5de11f0b-8da9-42ba-9a93-db7f0a58543b","6","11","67","171","Texas Tech",1992-10-30,26.9,"3342","Jakeem","Grant",18103,10990,"00-0032791",605325,29420,"Jakeem Grant","jakeem grant","WR",4.9,2024,NA,131,129
"431","12815","Sudfeld, Nate","PHI","2016","696112",NA,"11476",NA,"2979501","e1c506bd-9e36-45e7-b2b9-fff6a9728a06","6","12","78","227","Indiana",1993-10-07,26,"3343","Nate","Sudfeld",18104,11187,"00-0032792",696112,29421,"Nate Sudfeld","nate sudfeld","QB",3.1,2020,NA,NA,NA
"432","12816","Morgan, David","MIN","2016","612030",NA,"11477",NA,"2582138","4bff1c89-f4d1-4699-8c85-69bbbbaec5a2","6","13","76","265","UTSA",1993-05-19,26.4,"3344","David","Morgan",18105,11139,"00-0032430",612030,29422,"David Morgan","david morgan","TE",0.6,2020,NA,NA,NA
"433","12819","Rudock, Jake","FA","2016","611341",NA,"11480",NA,"2582424","bfd0c6e3-dc98-4280-bd6a-f82902c0f46b","6","16","75","212","Michigan",1993-01-21,26.7,"3347","Jake","Rudock",18108,11228,"00-0032431",611341,29425,"Jake Rudock","jake rudock","QB",NA,NA,NA,NA,NA
"434","12822","Vitale, Dan","GBP","2016","691856",NA,"11485",NA,"2974365","c9a7ce89-90f7-4061-b9ac-dfd4e6c3cedf","6","22","74","239","Northwestern",1993-10-26,26,NA,"Dan","Vitale",NA,NA,NA,NA,NA,"Dan Vitale","dan vitale","RB",NA,NA,NA,NA,NA
"435","12823","Watt, Derek","LAC","2016","606530",NA,"11486",NA,"2576450","7a3d664b-e4d7-48e8-899d-5f7db6ecc4e4","6","23","74","234","Wisconsin",1992-11-07,26.9,NA,"Derek","Watt",NA,NA,NA,NA,NA,"Derek Watt","derek watt","RB",NA,NA,NA,NA,NA
"436","12824","Core, Cody","NYG","2016","694662",NA,"11487",NA,"2980378","fa6b16fe-d3cd-4296-a0e6-03ad13d27a57","6","24","75","205","Ole Miss",1994-04-17,25.5,"3355","Cody","Core",18116,10981,"00-0032795",694662,29433,"Cody Core","cody core","WR",0.6,2020,NA,NA,NA
"437","12832","Jackson, Darius","FA","2016","694135",NA,"11500",NA,"2980197","b6ec1773-309e-422c-b82c-b55a557031d6","6","41","72","230","Eastern Michigan",1993-12-01,25.9,"3371","Darius","Jackson",18132,11190,"00-0033049",694135,29450,"Darius Jackson","darius jackson","RB",NA,NA,NA,NA,NA
"438","12833","Gathers, Rico","FA","2016","696197",NA,"11501",NA,"2990959","ec2db5f2-ffec-4ece-9ca9-7a860c4880b6","6","42","78","281","Baylor",1994-01-07,25.8,"3372","Rico","Gathers",18133,11236,"00-0033054",696197,29451,"Rico Gathers","rico gathers","TE",NA,NA,NA,NA,NA
"439","12845","Washington, Dwayne","NOS","2016","714230",NA,"11518",NA,"3002265","30ff46bc-a039-4af7-9050-81af98901a3e","7","15","73","223","Washington",1994-04-24,25.5,"3391","Dwayne","Washington",18152,10737,"00-0032450",714230,29470,"Dwayne Washington","dwayne washington","RB",0.7,2020,NA,108.5,NA
"440","12857","Washington, DeAndre","OAK","2016","605335",NA,"11446",NA,"2577654","c7b7d27f-97c3-4c12-95c4-36205175c959","5","4","68","210","Texas Tech",1993-02-22,26.6,"3300","DeAndre","Washington",18061,10893,"00-0032940",605335,29377,"DeAndre Washington","deandre washington","RB",0.7,2020,NA,86.6,80.7
"441","12859","Anderson, Stephen","LAC","2016","607660",NA,"11556",NA,"2576854","5cb0bf9c-03b4-4201-97c5-a59c6db50841",NA,NA,"75","230","California",1993-01-30,26.7,"3496","Stephen","Anderson",18262,10885,"00-0032725",607660,29789,"Stephen Anderson","stephen anderson","TE",0.6,2020,NA,51.5,NA
"442","12864","Marshall, Byron","FA","2016","689726",NA,"11561",NA,"2971289","5274fac8-fa34-46fa-ac4d-7b58bb84999f",NA,NA,"69","215","Oregon",1994-02-13,25.7,"3491","Byron","Marshall",18256,11125,"00-0032964",689726,29680,"Byron Marshall","byron marshall","RB",NA,NA,NA,NA,NA
"443","12867","Wilds, Brandon","FA","2016","604939",NA,"11682",NA,"2577692","abeef681-4be7-4ff3-9076-c72ec5a1b2e4",NA,NA,"72","220","South Carolina",1993-07-22,26.2,"3573","Brandon","Wilds",18349,10898,"00-0032593",604939,29661,"Brandon Wilds","brandon wilds","RB",NA,NA,NA,NA,NA
"444","12868","Braunecker, Ben","CHI","2016","679453",NA,"11587",NA,"2969241","d76c8e95-7c6e-4def-9fd9-d813df18b3b8",NA,NA,"76","252","Harvard",1994-02-07,25.7,"3465","Ben","Braunecker",18229,10917,"00-0032661",679453,29913,"Ben Braunecker","ben braunecker","TE",1.4,2021,NA,NA,NA
"445","12871","Foster, D.J.","ARI","2016","652764",NA,"11565",NA,"2978124","39d12962-65a4-4107-8924-56f48fce31ef",NA,NA,"72","205","Arizona State",1993-11-22,25.9,"3488","D.J.","Foster",18253,11004,"00-0032577",652764,29872,"DJ Foster","dj foster","RB",0.6,2020,NA,NA,NA
"446","12873","Jones, Andy","FA","2016","704246",NA,"11946",NA,"2982761","c57b1184-e381-40cc-b603-f703e10d3fad",NA,NA,"73","217","Jacksonville",1994-06-28,25.3,"3702","Andy","Jones",18508,11269,"00-0032707",704246,29893,"Andy Jones","andy jones","WR",NA,NA,NA,NA,NA
"447","12874","Valles, Hakeem","FA","2016","690561",NA,"11740",NA,"2567213","32d18129-6c6c-4401-9695-8661ab84b288",NA,NA,"75","250","Monmouth",1992-11-23,26.9,"3612","Hakeem","Valles",18399,11300,"00-0032508",690561,29587,"Hakeem Valles","hakeem valles","TE",NA,NA,NA,NA,NA
"448","12884","Sharp, Hunter","FA","2016","834672",NA,"11534",NA,"3125354","77c7d2cf-2cbf-4901-8a42-863720980754",NA,NA,"71","198","Utah State",1994-04-25,25.5,"3517","Hunter","Sharp",18283,11016,"00-0032839",834672,29682,"Hunter Sharp","hunter sharp","WR",NA,NA,NA,NA,NA
"449","12887","Kelley, Rob","FA","2016","602831",NA,"11834",NA,NA,"6a65641c-5ee2-44e3-8a75-7f98887b40ae",NA,NA,"72","229","Tulane",1992-10-03,27,"3657","Rob","Kelley",18451,11265,"00-0032371",602831,29694,"Rob Kelley","rob kelley","RB",NA,NA,NA,NA,NA
"450","12898","Travis, Ross","FA","2015","602069",NA,"11245",NA,NA,"75dfd9cc-5419-49e1-bade-0632d03ca4b4",NA,NA,"78","248","Penn State",1993-01-09,26.8,"3041","Ross","Travis",17750,10837,"00-0032319",602069,29208,"Ross Travis","ross travis","TE",NA,NA,NA,NA,NA
"451","12899","Wick, Cole","FA","2016","704749",NA,"11896",NA,NA,"32d58cfa-ffa6-46a1-bd3a-09b6ccca2370",NA,NA,"78","257","Incarnate Word",1993-11-30,25.9,"3715","Cole","Wick",18522,11347,"00-0032562",704749,29783,"Cole Wick","cole wick","TE",NA,NA,NA,NA,NA
"452","12900","McCaffrey, Max","FA","2016","691495",NA,"12007",NA,NA,"a02175de-7356-40c9-a14f-f90de29830d7",NA,NA,"74","200","Duke",1994-05-17,25.4,"3840","Max","McCaffrey",18660,11207,"00-0032937",691495,29961,"Max McCaffrey","max mccaffrey","WR",NA,NA,NA,NA,NA
"453","12908","Brown, Mack","FA","2016","557180",NA,"11084",NA,NA,"7dc5af64-ae1d-4915-8af9-a4f5fb601710",NA,NA,"71","213","Florida",1991-09-24,28,"2634","Mack","Brown",17102,10568,"00-0032048",557180,29085,"Mack Brown","mack brown","RB",NA,NA,NA,NA,NA
"454","12912","Richard, Jalen","OAK","2016","693429",NA,"12049",NA,NA,"c78c299b-7c73-40fc-9155-2ede7f9849c7",NA,NA,"68","205","Southern Miss",1993-10-15,26,"3868","Jalen","Richard",18690,11522,"00-0033025",693429,30000,"Jalen Richard","jalen richard","RB",3.1,2020,217.6,67.2,67.2
"455","12913","Erickson, Alex","CIN","2016","652520",NA,"11614",NA,NA,"6bb4d6f8-c8fb-4ca7-a416-a7010526114d",NA,NA,"72","195","Wisconsin",1992-11-06,26.9,"3433","Alex","Erickson",18197,11257,"00-0032543",652520,29703,"Alex Erickson","alex erickson","WR",2.3,2021,NA,NA,NA
"456","12916","Holton, Johnny","PIT","2016","749099",NA,"11576",NA,NA,"0ee05dd7-e99e-43c8-ba2b-0922be1d8be1",NA,NA,"75","190","Cincinnati",1991-08-22,28.1,"3476","Johnny","Holton",18241,11059,"00-0032935",749099,29958,"Johnny Holton","johnny holton","WR",0.6,2020,NA,NA,NA
"457","12917","Harris, Maurice","FA","2016","607678",NA,"11788",NA,NA,"c1ca7e3d-f072-41c7-8017-53401dbdd4d4",NA,NA,"75","205","California",1992-11-11,26.9,"3650","Maurice","Harris",18443,11261,"00-0032362",607678,29638,"Maurice Harris","maurice harris","WR",NA,NA,NA,NA,NA
"458","12918","Frazier, Mose","FA","2016","615295",NA,"11769",NA,NA,"dd2a688f-343d-4ea7-9508-4640cdbc1b1e",NA,NA,"71","190","Memphis",1993-08-30,26.1,"3622","Mose","Frazier",18409,11387,"00-0032488",615295,29618,"Mose Frazier","mose frazier","WR",NA,NA,NA,NA,NA
"459","12921","Lewis, Tommylee","FA","2016","608059",NA,"11933",NA,NA,"b103b096-6be9-4f87-9ae4-5d217f560685",NA,NA,"67","168","Northern Illinois",1992-10-24,27,"3614","Tommylee","Lewis",18401,11508,"00-0032881",608059,29854,"Tommylee Lewis","tommylee lewis","WR",NA,NA,NA,NA,NA
"460","12923","Ham, C.J.","MIN","2016","915397",NA,"11999",NA,NA,"971fc9e5-bebb-4a2c-a822-8c52f92a3d07",NA,NA,"71","235","Augustana (SD)",1993-07-22,26.2,"3832","C.J.","Ham",18652,11599,"00-0032918",915397,29951,"CJ Ham","cj ham","RB",NA,NA,NA,NA,NA
"461","12925","Callahan, Joe","FA","2016","617316",NA,"11853",NA,NA,"c67e52b1-0801-4a6c-802c-32cdc78bb7c9",NA,NA,"73","216","Wesley College",1993-06-04,26.4,"3717","Joe","Callahan",18525,11441,"00-0032630",617316,29722,"Joe Callahan","joe callahan","QB",NA,NA,NA,NA,NA
"462","12929","Pope, Troymaine","LAC","2016","700813",NA,"12111",NA,NA,"5a9401fc-e43e-43e8-9e63-dadecb12491b",NA,NA,"68","205","Jacksonville State",1993-11-29,25.9,"3934","Troymaine","Pope",18764,11642,"00-0033164",700813,30061,"Troymaine Pope","troymaine pope","RB",0.6,2020,NA,NA,76
"463","12930","Anderson, Robby","NYJ","2016","608360",NA,"11627",NA,NA,"e81fb788-1478-4936-ae12-f6ed7ec23476",NA,NA,"75","190","Temple",1993-05-09,26.4,"3423","Robby","Anderson",18187,11191,"00-0032688",608360,29785,"Robby Anderson","robby anderson","WR",3.1,2020,97.6,44.6,46.2
"464","12934","Rogers, Chester","IND","2016","702949",NA,"11753",NA,NA,"958c9833-2e55-411a-8e0e-ecc229bbeb14",NA,NA,"72","184","Grambling State",1994-01-12,25.7,"3582","Chester","Rogers",18361,11256,"00-0032355",702949,29609,"Chester Rogers","chester rogers","WR",3.1,2020,NA,132,98
"465","12949","McEvoy, Tanner","FA","2016","604926",NA,"11918",NA,NA,"8ac8cc85-6599-4956-819e-0887ccb72993",NA,NA,"78","230","Wisconsin",1993-01-26,26.7,"3788","Tanner","McEvoy",18602,11561," 00-0032475",604926,29825,"Tanner McEvoy","tanner mcevoy","WR",NA,NA,NA,NA,NA
"466","12955","Manhertz, Chris","CAR","2016","563293",NA,"10295",NA,NA,"7c7b5515-7786-4e24-9ce0-34e6a8bd5727",NA,NA,"78","255","Canisius",1992-04-10,27.5,NA,"Chris","Manhertz",NA,NA,NA,NA,NA,"Chris Manhertz","chris manhertz","TE",1.1,2021,NA,NA,NA
"467","12996","Cross, Alan","FA","2016","614284",NA,"11727",NA,NA,"cc1df018-baa8-4344-b13c-cd5ef1a52d26",NA,NA,"73","235","Memphis",1993-05-02,26.4,NA,"Alan","Cross",NA,NA,NA,NA,NA,"Alan Cross","alan cross","TE",NA,NA,NA,NA,NA
"468","13019","Hansbrough, Russell","FA","2016","689907",NA,"11592",NA,NA,"2f260f4a-e42d-4456-a361-24e6e5a0de23",NA,NA,"69","195","Missouri",1993-11-19,25.9,"3461","Russell","Hansbrough",18225,11410,"00-0032747",689907,29575,"Russell Hansbrough","russell hansbrough","RB",NA,NA,NA,NA,NA
"469","13044","Lengel, Matt","FA","2015","504496",NA,"10868",NA,NA,"4d747b73-bcc6-46d2-a2d7-ec1d0c8135a2",NA,NA,"79","266","Eastern Kentucky",1990-12-27,28.8,"3036","Matt","Lengel",17741,10558,"00-0031788",504496,28975,"Matt Lengel","matt lengel","TE",NA,NA,NA,NA,NA
"470","13057","Carson, Tra","GBP","2016","607821",NA,"11359",NA,NA,"ba36a4bb-5cc4-4113-9b5d-32bab02ef966",NA,NA,"71","228","Texas A&M",1992-10-24,27,"3688","Tra","Carson",18488,10969,"00-0032540",607821,29700,"Tra Carson","tra carson","RB",0.5,2020,NA,NA,NA
"471","13065","Tomlinson, Eric","FA","2015","554431",NA,"10747",NA,NA,"b3d7169b-9cf6-4fea-815a-26e4fb0ec16a",NA,NA,"78","263","UTEP",1992-04-22,27.5,"2755","Eric","Tomlinson",17223,10553,"00-0031690",554431,28658,"Eric Tomlinson","eric tomlinson","TE",NA,NA,NA,NA,NA
"472","13066","Raymond, Kalif","FA","2016","692660",NA,"11781",NA,NA,"e0a31d02-9d1c-4dab-adb4-a5d9bbee8b36",NA,NA,"68","182","Holy Cross",1994-08-08,25.2,"3634","Kalif","Raymond",18422,11429,"00-0032464",692660,29631,"Kalif Raymond","kalif raymond","WR",NA,NA,NA,NA,NA
"473","13067","Ellis, Alex","PHI","2016","607400",NA,"11995",NA,NA,"81fb7fa0-7ad9-4ef4-bc33-9df9574714e5",NA,NA,"76","245","Tennessee",1993-02-10,26.7,"3824","Alex","Ellis",18642,11397,"00-0032864",607400,29944,"Alex Ellis","alex ellis","TE",0.6,2020,NA,NA,NA
"474","13108","McKissic, J.D.","DET","2016","608353",NA,"11800",NA,NA,"260e8f87-1d08-4c69-8e2b-afa825c1a68a",NA,NA,"70","195","Arkansas State",1993-10-15,26,"3664","J.D.","McKissic",18464,11312,"00-0032602",608353,29650,"JD McKissic","jd mckissic","RB",0.7,2020,NA,NA,84
"475","13113","Watson, Deshaun","HOU","2017","828743",NA,"12151",NA,NA,"eec5265c-7731-4bb6-8af2-4f98a67f9ab7","1","12","74","215","Clemson",1995-09-14,24.1,"4017","Deshaun","Watson",18857,11712,"00-0033537",828743,30125,"Deshaun Watson","deshaun watson","QB",3.5,2022,48.6,2,2
"476","13114","Kizer, DeShone","OAK","2017","839059",NA,"12160",NA,NA,"2a78e2e7-4ef3-4cdd-85e8-0d254b65143e","2","20","76","235","Notre Dame",1996-01-03,23.8,"4026","DeShone","Kizer",18868,11692,"00-0033899",839059,30165,"DeShone Kizer","deshone kizer","QB",1.2,2021,NA,52,NA
"477","13115","Trubisky, Mitchell","CHI","2017","728169",NA,"12135",NA,NA,"7a1b8f1a-9024-4897-86b0-01c63e00305e","1","2","75","222","North Carolina",1994-08-20,25.1,"3976","Mitchell","Trubisky",18811,11709,"00-0033869",728169,30115,"Mitchell Trubisky","mitchell trubisky","QB",7.3,2022,NA,NA,NA
"478","13116","Mahomes, Patrick","KCC","2017","839031",NA,"12142",NA,NA,"11cad59d-90dd-449c-a839-dddaba4fe16c","1","10","75","230","Texas Tech",1995-09-17,24.1,"4046","Patrick","Mahomes",18890,11839,"00-0033873",839031,30123,"Patrick Mahomes","patrick mahomes","QB",4.1,2022,21.9,1,1
"479","13117","Kaaya, Brad","FA","2017","830889",NA,"12416",NA,NA,"5e5ea79d-7127-4e65-9cd5-b2a0a1fe910e","6","31","76","215","Miami",1995-09-03,24.1,"4222","Brad","Kaaya",19068,11835,"00-0033585",830889,30328,"Brad Kaaya","brad kaaya","QB",NA,NA,NA,NA,NA
"480","13119","Dobbs, Joshua","JAC","2017","741262",NA,"12335",NA,NA,"15bedebc-839e-450a-86f6-1f5ad1f4f820","4","27","75","216","Tennessee",1995-01-26,24.7,"4179","Joshua","Dobbs",19025,11834,"00-0033949",741262,30248,"Joshua Dobbs","joshua dobbs","QB",NA,NA,NA,NA,NA
"481","13120","Webb, Davis","FA","2017","733638",NA,"12208",NA,NA,"b45cd0e5-42b3-4847-aeec-a3afd07a0160","3","23","77","225","California",1995-01-22,24.7,"4061","Davis","Webb",18907,11843,"00-0033550",733638,30200,"Davis Webb","davis webb","QB",NA,NA,NA,NA,NA
"482","13121","Kelly, Chad","FA","2017","653107",NA,"12217",NA,NA,"878d95f5-22d9-4f20-a3ec-2b5b117a8c5c","7","35","74","216","Mississippi",1994-03-26,25.5,"4051","Chad","Kelly",18897,12225,"00-0033597",653107,30366,"Chad Kelly","chad kelly","QB",NA,NA,NA,NA,NA
"483","13124","Rush, Cooper","DAL","2017","694117",NA,"12475",NA,NA,"4595c8ea-9d85-4504-8a34-2c8a02349105",NA,NA,"75","225","Central Michigan",1993-11-21,25.9,"4574","Cooper","Rush",19461,11841,"00-0033662",694117,30788,"Cooper Rush","cooper rush","QB",0.6,2020,NA,NA,NA
"484","13125","Beathard, C.J.","SFO","2017","691784",NA,"12328",NA,NA,"6608fdbf-6c93-47cc-ad44-9da2fda598ce","3","40","74","215","Iowa",1993-11-16,25.9,"4127","C.J.","Beathard",18973,11833,"00-0033936",691784,30217,"CJ Beathard","cj beathard","QB",0.9,2021,NA,52,NA
"485","13127","Peterman, Nathan","OAK","2017","650974",NA,"12220",NA,NA,"4e4ba1f9-35c6-4e41-85f5-d8f12d32f459","5","27","74","225","Pittsburgh",1994-05-04,25.4,"4183","Nathan","Peterman",19029,11840,"00-0033958",650974,30284,"Nathan Peterman","nathan peterman","QB",0.6,2020,NA,55.5,NA
"486","13128","Cook, Dalvin","MIN","2017","824080",NA,"12138",NA,NA,"8960d61e-433b-41ea-a7ad-4e76be87b582","2","9","70","210","Florida State",1995-08-10,24.2,"4029","Dalvin","Cook",18872,11700,"00-0033893",824080,30154,"Dalvin Cook","dalvin cook","RB",1.6,2021,8.6,5.3,2.8
"487","13129","Fournette, Leonard","JAC","2017","822013",NA,"12132",NA,NA,"7f46a7be-286e-4bfe-8778-d03dbe600ce9","1","4","72","228","LSU",1995-01-18,24.7,"3969","Leonard","Fournette",18803,11687,"00-0033856",822013,30117,"Leonard Fournette","leonard fournette","RB",6.8,2022,30.3,14.9,9.2
"488","13130","McCaffrey, Christian","CAR","2017","830517",NA,"12198",NA,NA,"f96db0af-5e25-42d1-a07a-49b4e065b364","1","8","71","205","Stanford",1996-06-07,23.3,"4034","Christian","McCaffrey",18877,11690,"00-0033280",830517,30121,"Christian McCaffrey","christian mccaffrey","RB",4.3,2022,2,1.7,1
"489","13131","Mixon, Joe","CIN","2017","820727",NA,"12147",NA,NA,"7797f36e-87e8-4282-b6d2-bdb1774fc3b3","2","16","73","220","Oklahoma",1996-07-24,23.2,"4018","Joe","Mixon",18858,11707,"00-0033897",820727,30161,"Joe Mixon","joe mixon","RB",1.4,2021,17.4,8.7,18
"490","13132","Kamara, Alvin","NOS","2017","750846",NA,"12172",NA,NA,"d9c857b2-97da-4fb8-a527-afbbb2a67413","3","3","70","215","Tennessee",1996-06-25,23.3,"4035","Alvin","Kamara",18878,11732,"00-0033906",750846,30180,"Alvin Kamara","alvin kamara","RB",1,2021,5.1,3.2,4.2
"491","13133","Perine, Samaje","CIN","2017","820734",NA,"12255",NA,NA,"e601812f-ce24-4e99-bee0-e33c1e9014e4","4","7","71","240","Oklahoma",1995-09-16,24.1,"4147","Samaje","Perine",18993,11698,"00-0033526",820734,30227,"Samaje Perine","samaje perine","RB",0.8,2021,NA,113,NA
"492","13134","Foreman, D'Onta","FA","2017","835443",NA,"12282",NA,NA,"02779042-2b4e-4fa9-b598-364fe01b523a","3","25","73","236","Texas",1996-04-24,23.5,"4111","D'Onta","Foreman",18957,11685,"00-0033925",835443,30202,"DOnta Foreman","donta foreman","RB",NA,NA,NA,NA,NA
"493","13135","Gallman, Wayne","NYG","2017","733744",NA,"12309",NA,NA,"567fe739-5425-4d78-896c-f1486813910d","4","32","72","217","Clemson",1994-10-01,25,"4150","Wayne","Gallman",18996,11761,"00-0033950",733744,30253,"Wayne Gallman","wayne gallman","RB",0.7,2021,217.4,67.2,57.6
"494","13136","Clement, Corey","PHI","2017","742470",NA,"12159",NA,NA,"69568326-f210-4b88-a5cb-10376c64893e",NA,NA,"70","220","Wisconsin",1994-11-02,24.9,"4651","Corey","Clement",19548,11750,"00-0033725",742470,30707,"Corey Clement","corey clement","RB",0.6,2020,NA,98,92
"495","13137","Pumphrey, Donnel","FA","2017","746291",NA,"12358",NA,NA,"d9aecfba-a416-4d99-b26a-dfe78f876b73","4","24","69","176","San Diego State",1994-12-06,24.8,"4178","Donnel","Pumphrey",19024,11769,"00-0033561",746291,30245,"Donnel Pumphrey","donnel pumphrey","RB",NA,NA,NA,NA,NA
"496","13138","Hunt, Kareem","CLE","2017","746613",NA,"12295",NA,NA,"0ef0d0ca-2d2d-455b-ab63-a20c01303e37","3","22","71","216","Toledo",1995-08-06,24.2,"4098","Kareem","Hunt",18944,11739,"00-0033923",746613,30199,"Kareem Hunt","kareem hunt","RB",1.1,2020,91,33.1,64.8
"497","13139","Williams, Jamaal","GBP","2017","695311",NA,"12298",NA,NA,"122e131c-b08c-4b10-901d-481a20aeffb8","4","26","72","213","BYU",1995-04-03,24.5,"4149","Jamaal","Williams",18995,11777,"00-0033948",695311,30247,"Jamaal Williams","jamaal williams","RB",0.7,2021,185.7,62.2,51.4
"498","13140","Dayes, Matthew","NOS","2017","742359",NA,"12334",NA,NA,"cee77408-f330-4a16-bb6f-dead52f9291f","7","34","69","205","North Carolina State",1995-09-03,24.1,"4232","Matthew","Dayes",19078,11760,"00-0033596",742359,30365,"Matthew Dayes","matthew dayes","RB",NA,NA,NA,NA,NA
"499","13141","Hood, Elijah","FA","2017","823107",NA,"12200",NA,NA,"385eccc0-c138-4cda-8c50-84b996d21b8f","7","24","71","230","North Carolina",1996-04-22,23.5,"4265","Elijah","Hood",19111,11706,"00-0033975",823107,30354,"Elijah Hood","elijah hood","RB",NA,NA,NA,NA,NA
"500","13142","Logan, T.J.","TBB","2017","728165",NA,"12386",NA,NA,"987fb8b2-98ba-4a01-bd84-d962dcdcd053","5","35","71","195","North Carolina",1994-09-03,25.1,"4186","T.J.","Logan",19032,11764,"00-0033789",728165,30292,"TJ Logan","tj logan","RB",0.7,2021,NA,NA,NA
"501","13143","McNichols, Jeremy","FA","2017","837594",NA,"12174",NA,NA,"25cc3585-6194-4786-968a-2600db46b6c6","5","18","69","205","Boise State",1995-12-26,23.8,"4219","Jeremy","McNichols",19065,11767,"00-0033955",837594,30275,"Jeremy McNichols","jeremy mcnichols","RB",NA,NA,NA,NA,NA
"502","13144","McGuire, Elijah","FA","2017","736984",NA,"12301",NA,NA,"13ade86a-20c7-48fe-9d18-b3bfc135f5e9","6","4","70","214","Louisiana-Lafayette",1994-06-01,25.4,"4263","Elijah","McGuire",19109,11766,"00-0033295",736984,30301,"Elijah McGuire","elijah mcguire","RB",NA,NA,NA,NA,NA
"503","13146","Conner, James","PIT","2017","742390",NA,"12317",NA,NA,"28a084c0-14df-499f-bd1f-b975603626b7","3","41","73","233","Pittsburgh",1995-05-05,24.4,"4137","James","Conner",18983,11691,"00-0033553",742390,30218,"James Conner","james conner","RB",0.8,2021,34.9,15.7,14.8
"504","13148","Ogunbowale, Dare","TBB","2017","703015",NA,"12943",NA,NA,"42b57148-fc06-4aee-b40b-bb941271b5b7",NA,NA,"71","205","Wisconsin",1994-05-04,25.4,"4718","Dare","Ogunbowale",19626,11768,"00-0033854",703015,30860,"Dare Ogunbowale","dare ogunbowale","RB",0.5,2021,254,78.1,67
"505","13150","Davis, Justin","FA","2017","727852",NA,"12511",NA,NA,"b9b88174-d790-4ff2-85cd-fdbfa03405f6",NA,NA,"73","199","Southern California",1995-11-11,23.9,"4635","Justin","Davis",19529,11759,"00-0033760",727852,30370,"Justin Davis","justin davis","RB",NA,NA,NA,NA,NA
"506","13153","Davis, Corey","TEN","2017","732121",NA,"12169",NA,NA,"e21e9081-44aa-464b-8d3e-83918d48b921","1","5","75","209","Western Michigan",1995-01-11,24.8,"4036","Corey","Davis",18879,11733,"00-0033871",732121,30118,"Corey Davis","corey davis","WR",6.3,2022,62.4,30.8,55.6
